"Date","Open","High","Low","Close"
"13 Feb 2015","     8741.50","     8822.10","     8729.65","     8805.50"
"12 Feb 2015","     8676.95","     8732.55","     8599.25","     8711.55"
"11 Feb 2015","     8603.30","     8651.95","     8593.65","     8627.40"
"10 Feb 2015","     8478.10","     8646.25","     8470.50","     8565.55"
"09 Feb 2015","     8584.40","     8605.55","     8516.35","     8526.35"
"06 Feb 2015","     8696.85","     8726.20","     8645.55","     8661.05"
"05 Feb 2015","     8733.10","     8838.45","     8683.65","     8711.70"
"04 Feb 2015","     8789.15","     8792.85","     8704.40","     8723.70"
"03 Feb 2015","     8823.15","     8837.30","     8726.65","     8756.55"
"02 Feb 2015","     8802.50","     8840.80","     8751.10","     8797.40"
"30 Jan 2015","     8996.60","     8996.60","     8775.10","     8808.90"
"29 Jan 2015","     8901.50","     8966.65","     8861.25","     8952.35"
"28 Jan 2015","     8902.75","     8985.05","     8874.05","     8914.30"
"27 Jan 2015","     8871.35","     8925.05","     8825.45","     8910.50"
"23 Jan 2015","     8827.95","     8866.40","     8795.40","     8835.60"
"22 Jan 2015","     8745.85","     8774.15","     8727.00","     8761.40"
"21 Jan 2015","     8719.65","     8741.85","     8689.60","     8729.50"
"20 Jan 2015","     8575.10","     8707.90","     8574.50","     8695.60"
"19 Jan 2015","     8550.05","     8570.95","     8531.50","     8550.70"
"16 Jan 2015","     8504.05","     8530.75","     8452.25","     8513.80"
"15 Jan 2015","     8424.50","     8527.10","     8380.55","     8494.15"
"14 Jan 2015","     8307.25","     8326.45","     8236.65","     8277.55"
"13 Jan 2015","     8346.15","     8356.65","     8267.90","     8299.40"
"12 Jan 2015","     8291.35","     8332.60","     8245.60","     8323.00"
"09 Jan 2015","     8285.45","     8303.30","     8190.80","     8284.50"
"08 Jan 2015","     8191.40","     8243.50","     8167.30","     8234.60"
"07 Jan 2015","     8118.65","     8151.20","     8065.45","     8102.10"
"06 Jan 2015","     8325.30","     8327.85","     8111.35","     8127.35"
"05 Jan 2015","     8407.95","     8445.60","     8363.90","     8378.40"
"02 Jan 2015","     8288.70","     8410.60","     8288.70","     8395.45"
"01 Jan 2015","     8272.80","     8294.70","     8248.75","     8284.00"
"31 Dec 2014","     8243.90","     8291.00","     8243.75","     8282.70"
"30 Dec 2014","     8260.30","     8268.25","     8220.55","     8248.25"
"29 Dec 2014","     8214.70","     8279.15","     8214.70","     8246.30"
"26 Dec 2014","     8204.80","     8234.55","     8147.95","     8200.70"
"24 Dec 2014","     8272.05","     8286.40","     8155.25","     8174.10"
"23 Dec 2014","     8324.60","     8364.75","     8252.85","     8267.00"
"22 Dec 2014","     8255.00","     8330.95","     8228.20","     8324.00"
"19 Dec 2014","     8230.45","     8263.45","     8208.60","     8225.20"
"18 Dec 2014","     8138.90","     8174.30","     8084.90","     8159.30"
"17 Dec 2014","     8041.20","     8082.00","     7961.35","     8029.80"
"16 Dec 2014","     8172.60","     8189.35","     8052.60","     8067.60"
"15 Dec 2014","     8160.75","     8242.40","     8152.50","     8219.60"
"12 Dec 2014","     8302.00","     8321.90","     8216.30","     8224.10"
"11 Dec 2014","     8338.85","     8348.30","     8272.40","     8292.90"
"10 Dec 2014","     8318.05","     8376.80","     8317.00","     8355.65"
"09 Dec 2014","     8439.30","     8444.50","     8330.50","     8340.70"
"08 Dec 2014","     8538.65","     8546.35","     8432.25","     8438.25"
"05 Dec 2014","     8584.25","     8588.35","     8523.90","     8538.30"
"04 Dec 2014","     8582.40","     8626.95","     8526.40","     8564.40"
"03 Dec 2014","     8528.70","     8546.95","     8508.35","     8537.65"
"02 Dec 2014","     8535.45","     8560.20","     8504.65","     8524.70"
"01 Dec 2014","     8605.10","     8623.00","     8545.15","     8555.90"
"28 Nov 2014","     8516.80","     8617.00","     8516.25","     8588.25"
"27 Nov 2014","     8477.80","     8506.75","     8456.35","     8494.20"
"26 Nov 2014","     8450.30","     8500.30","     8438.65","     8475.75"
"25 Nov 2014","     8530.80","     8535.35","     8429.45","     8463.10"
"24 Nov 2014","     8490.95","     8534.65","     8490.80","     8530.15"
"21 Nov 2014","     8408.20","     8489.80","     8398.60","     8477.35"
"20 Nov 2014","     8406.50","     8410.85","     8353.15","     8401.90"
"19 Nov 2014","     8440.65","     8455.65","     8360.50","     8382.30"
"18 Nov 2014","     8441.25","     8454.50","     8407.25","     8425.90"
"17 Nov 2014","     8378.40","     8438.10","     8349.10","     8430.75"
"14 Nov 2014","     8360.70","     8400.65","     8346.80","     8389.90"
"13 Nov 2014","     8405.25","     8408.00","     8320.35","     8357.85"
"12 Nov 2014","     8378.90","     8415.05","     8370.50","     8383.30"
"11 Nov 2014","     8354.10","     8378.70","     8321.85","     8362.65"
"10 Nov 2014","     8337.80","     8383.05","     8304.45","     8344.25"
"07 Nov 2014","     8331.85","     8360.35","     8290.25","     8337.00"
"05 Nov 2014","     8351.25","     8365.55","     8323.50","     8338.30"
"03 Nov 2014","     8348.15","     8350.60","     8297.65","     8324.15"
"31 Oct 2014","     8200.80","     8330.75","     8198.05","     8322.20"
"30 Oct 2014","     8085.20","     8181.55","     8085.20","     8169.20"
"29 Oct 2014","     8077.05","     8097.95","     8052.25","     8090.45"
"28 Oct 2014","     8002.40","     8037.80","     7995.05","     8027.60"
"27 Oct 2014","     8064.35","     8064.40","     7985.65","     7991.70"
"23 Oct 2014","     8027.70","     8031.75","     8008.85","     8014.55"
"22 Oct 2014","     7997.80","     8005.00","     7974.55","     7995.90"
"21 Oct 2014","     7906.15","     7936.60","     7874.35","     7927.75"
"20 Oct 2014","     7896.95","     7905.95","     7856.95","     7879.40"
"17 Oct 2014","     7733.75","     7819.20","     7723.85","     7779.70"
"16 Oct 2014","     7837.30","     7893.90","     7729.65","     7748.20"
"14 Oct 2014","     7923.25","     7928.00","     7825.45","     7864.00"
"13 Oct 2014","     7831.00","     7901.15","     7796.00","     7884.25"
"10 Oct 2014","     7911.00","     7924.05","     7848.45","     7859.95"
"09 Oct 2014","     7886.50","     7972.35","     7886.50","     7960.55"
"08 Oct 2014","     7828.75","     7869.90","     7815.75","     7842.70"
"07 Oct 2014","     7897.40","     7943.05","     7842.70","     7852.40"
"01 Oct 2014","     7960.50","     7977.50","     7936.70","     7945.55"
"30 Sep 2014","     7948.80","     8030.90","     7923.85","     7964.80"
"29 Sep 2014","     7978.45","     7991.75","     7934.70","     7958.90"
"26 Sep 2014","     7885.85","     7993.30","     7841.80","     7968.85"
"25 Sep 2014","     8003.30","     8019.30","     7877.35","     7911.85"
"24 Sep 2014","     8015.55","     8042.05","     7950.05","     8002.40"
"23 Sep 2014","     8144.40","     8159.75","     8008.10","     8017.55"
"22 Sep 2014","     8084.45","     8159.90","     8064.80","     8146.30"
"19 Sep 2014","     8129.40","     8160.90","     8105.35","     8121.45"
"18 Sep 2014","     7950.65","     8120.85","     7939.70","     8114.75"
"17 Sep 2014","     7971.50","     7990.65","     7936.95","     7975.50"
"16 Sep 2014","     8036.60","     8044.90","     7925.15","     7932.90"
"15 Sep 2014","     8070.35","     8077.30","     8030.00","     8042.00"
"12 Sep 2014","     8087.05","     8114.30","     8071.60","     8105.50"
"11 Sep 2014","     8115.15","     8127.95","     8057.30","     8085.70"
"10 Sep 2014","     8135.55","     8135.75","     8082.10","     8094.10"
"09 Sep 2014","     8161.90","     8174.55","     8126.50","     8152.95"
"08 Sep 2014","     8132.95","     8180.20","     8126.15","     8173.90"
"05 Sep 2014","     8099.90","     8122.70","     8049.85","     8086.85"
"04 Sep 2014","     8114.20","     8114.80","     8060.90","     8095.95"
"03 Sep 2014","     8110.85","     8141.90","     8092.25","     8114.60"
"02 Sep 2014","     8038.60","     8101.95","     8036.55","     8083.05"
"01 Sep 2014","     7990.35","     8035.00","     7984.00","     8027.70"
"28 Aug 2014","     7942.25","     7967.80","     7939.20","     7954.35"
"27 Aug 2014","     7933.90","     7946.85","     7916.55","     7936.05"
"26 Aug 2014","     7874.50","     7915.45","     7862.45","     7904.75"
"25 Aug 2014","     7931.75","     7968.25","     7897.95","     7906.30"
"22 Aug 2014","     7904.55","     7929.05","     7900.05","     7913.20"
"21 Aug 2014","     7875.35","     7919.65","     7855.95","     7891.10"
"20 Aug 2014","     7915.80","     7922.70","     7864.05","     7875.30"
"19 Aug 2014","     7901.00","     7918.55","     7881.15","     7897.50"
"18 Aug 2014","     7785.25","     7880.50","     7779.20","     7874.25"
"14 Aug 2014","     7756.15","     7796.70","     7739.10","     7791.70"
"13 Aug 2014","     7717.30","     7757.10","     7695.70","     7739.55"
"12 Aug 2014","     7688.80","     7735.75","     7654.80","     7727.05"
"11 Aug 2014","     7619.85","     7635.55","     7598.60","     7625.95"
"08 Aug 2014","     7588.70","     7592.45","     7540.10","     7568.55"
"07 Aug 2014","     7651.15","     7708.95","     7630.40","     7649.25"
"06 Aug 2014","     7726.15","     7740.95","     7658.95","     7672.05"
"05 Aug 2014","     7706.65","     7752.45","     7638.05","     7746.55"
"04 Aug 2014","     7639.55","     7694.80","     7622.05","     7683.65"
"01 Aug 2014","     7662.50","     7716.70","     7593.90","     7602.60"
"31 Jul 2014","     7784.65","     7791.85","     7711.15","     7721.30"
"30 Jul 2014","     7746.20","     7798.70","     7707.60","     7791.40"
"28 Jul 2014","     7792.90","     7799.90","     7722.65","     7748.70"
"25 Jul 2014","     7828.20","     7840.95","     7748.60","     7790.45"
"24 Jul 2014","     7796.25","     7835.65","     7771.65","     7830.60"
"23 Jul 2014","     7794.90","     7809.20","     7752.90","     7795.75"
"22 Jul 2014","     7708.20","     7773.85","     7704.80","     7767.85"
"21 Jul 2014","     7701.65","     7722.10","     7674.00","     7684.20"
"18 Jul 2014","     7630.25","     7685.00","     7595.50","     7663.90"
"17 Jul 2014","     7612.70","     7655.65","     7612.70","     7640.45"
"16 Jul 2014","     7564.15","     7640.10","     7532.45","     7624.40"
"15 Jul 2014","     7491.30","     7534.90","     7459.15","     7526.65"
"14 Jul 2014","     7469.00","     7478.45","     7422.15","     7454.15"
"11 Jul 2014","     7584.10","     7625.85","     7447.20","     7459.60"
"10 Jul 2014","     7589.50","     7731.05","     7479.05","     7567.75"
"09 Jul 2014","     7637.95","     7650.10","     7551.65","     7585.00"
"08 Jul 2014","     7804.05","     7808.85","     7595.90","     7623.20"
"07 Jul 2014","     7780.40","     7792.00","     7755.10","     7787.15"
"04 Jul 2014","     7718.10","     7758.00","     7661.30","     7751.60"
"03 Jul 2014","     7734.35","     7754.65","     7706.80","     7714.80"
"02 Jul 2014","     7683.05","     7732.40","     7677.30","     7725.15"
"01 Jul 2014","     7629.00","     7649.50","     7618.15","     7634.70"
"30 Jun 2014","     7534.05","     7623.65","     7531.60","     7611.35"
"27 Jun 2014","     7514.20","     7538.75","     7482.30","     7508.80"
"26 Jun 2014","     7554.10","     7570.20","     7481.30","     7493.20"
"25 Jun 2014","     7588.55","     7589.25","     7557.05","     7569.25"
"24 Jun 2014","     7515.20","     7593.35","     7515.20","     7580.20"
"23 Jun 2014","     7514.00","     7534.80","     7441.60","     7493.35"
"20 Jun 2014","     7543.30","     7560.55","     7497.30","     7511.45"
"19 Jun 2014","     7580.05","     7606.45","     7502.55","     7540.70"
"18 Jun 2014","     7636.05","     7663.00","     7515.50","     7558.20"
"17 Jun 2014","     7525.05","     7637.60","     7509.25","     7631.70"
"16 Jun 2014","     7534.80","     7548.60","     7487.55","     7533.55"
"13 Jun 2014","     7668.20","     7678.50","     7525.35","     7542.10"
"12 Jun 2014","     7641.30","     7658.00","     7593.80","     7649.90"
"11 Jun 2014","     7672.40","     7700.05","     7589.05","     7626.85"
"10 Jun 2014","     7679.05","     7683.20","     7579.30","     7656.40"
"09 Jun 2014","     7621.65","     7673.70","     7580.25","     7654.60"
"06 Jun 2014","     7521.50","     7592.70","     7497.65","     7583.40"
"05 Jun 2014","     7399.75","     7484.70","     7360.50","     7474.10"
"04 Jun 2014","     7417.55","     7433.30","     7391.35","     7402.25"
"03 Jun 2014","     7375.35","     7424.95","     7342.15","     7415.85"
"02 Jun 2014","     7264.05","     7368.60","     7239.50","     7362.50"
"30 May 2014","     7254.85","     7272.50","     7118.45","     7229.95"
"29 May 2014","     7316.60","     7325.40","     7224.40","     7235.65"
"28 May 2014","     7324.95","     7344.75","     7302.60","     7329.65"
"27 May 2014","     7363.10","     7372.95","     7274.75","     7318.00"
"26 May 2014","     7428.75","     7504.00","     7269.05","     7359.05"
"23 May 2014","     7306.50","     7381.00","     7293.90","     7367.10"
"22 May 2014","     7289.95","     7319.55","     7258.15","     7276.40"
"21 May 2014","     7274.85","     7287.15","     7206.70","     7252.90"
"20 May 2014","     7309.95","     7353.65","     7247.70","     7275.50"
"19 May 2014","     7276.85","     7291.10","     7193.55","     7263.55"
"16 May 2014","     7270.20","     7563.50","     7130.65","     7203.00"
"15 May 2014","     7111.30","     7152.55","     7082.55","     7123.15"
"14 May 2014","     7112.00","     7142.25","     7080.90","     7108.75"
"13 May 2014","     7080.00","     7172.35","     7067.15","     7108.75"
"12 May 2014","     6863.40","     7020.05","     6862.90","     7014.25"
"09 May 2014","     6654.15","     6871.35","     6652.15","     6858.80"
"08 May 2014","     6669.90","     6688.40","     6638.55","     6659.85"
"07 May 2014","     6708.60","     6718.75","     6642.90","     6652.55"
"06 May 2014","     6719.25","     6743.45","     6701.90","     6715.30"
"05 May 2014","     6681.65","     6741.05","     6680.45","     6699.35"
"02 May 2014","     6709.95","     6737.65","     6689.50","     6694.80"
"30 Apr 2014","     6724.95","     6780.15","     6656.80","     6696.40"
"29 Apr 2014","     6769.00","     6779.70","     6708.65","     6715.25"
"28 Apr 2014","     6778.55","     6786.25","     6750.30","     6761.25"
"25 Apr 2014","     6855.80","     6869.85","     6772.85","     6782.75"
"23 Apr 2014","     6823.25","     6861.60","     6820.75","     6840.80"
"22 Apr 2014","     6822.90","     6838.00","     6806.25","     6815.35"
"21 Apr 2014","     6789.25","     6825.45","     6786.90","     6817.65"
"17 Apr 2014","     6695.45","     6783.05","     6684.40","     6779.40"
"16 Apr 2014","     6727.25","     6748.65","     6665.15","     6675.30"
"15 Apr 2014","     6792.70","     6813.40","     6711.75","     6733.10"
"11 Apr 2014","     6758.35","     6789.35","     6743.15","     6776.30"
"10 Apr 2014","     6803.05","     6819.05","     6777.30","     6796.40"
"09 Apr 2014","     6722.00","     6808.70","     6705.10","     6796.20"
"07 Apr 2014","     6694.25","     6725.15","     6650.40","     6695.05"
"04 Apr 2014","     6741.85","     6741.85","     6685.15","     6694.35"
"03 Apr 2014","     6772.05","     6776.75","     6696.90","     6736.10"
"02 Apr 2014","     6757.60","     6763.50","     6723.60","     6752.55"
"01 Apr 2014","     6729.50","     6732.25","     6675.45","     6721.05"
"31 Mar 2014","     6723.15","     6730.05","     6662.40","     6704.20"
"28 Mar 2014","     6673.05","     6702.60","     6643.80","     6695.90"
"27 Mar 2014","     6613.10","     6673.95","     6599.50","     6641.75"
"26 Mar 2014","     6615.65","     6627.45","     6580.60","     6601.40"
"25 Mar 2014","     6550.10","     6595.55","     6544.85","     6589.75"
"24 Mar 2014","     6510.50","     6591.50","     6510.50","     6583.50"
"22 Mar 2014","     6497.80","     6502.65","     6481.35","     6494.90"
"21 Mar 2014","     6515.20","     6522.90","     6485.70","     6493.20"
"20 Mar 2014","     6508.35","     6523.65","     6473.25","     6483.10"
"19 Mar 2014","     6530.00","     6541.20","     6506.00","     6524.05"
"18 Mar 2014","     6532.45","     6574.95","     6497.65","     6516.65"
"14 Mar 2014","     6447.25","     6518.45","     6432.70","     6504.20"
"13 Mar 2014","     6491.75","     6561.45","     6476.65","     6493.10"
"12 Mar 2014","     6497.50","     6546.15","     6487.30","     6516.90"
"11 Mar 2014","     6537.35","     6562.85","     6494.25","     6511.90"
"10 Mar 2014","     6491.70","     6562.20","     6487.35","     6537.25"
"07 Mar 2014","     6413.95","     6537.80","     6413.55","     6526.65"
"06 Mar 2014","     6344.75","     6406.60","     6339.70","     6401.15"
"05 Mar 2014","     6328.45","     6336.25","     6287.80","     6328.65"
"04 Mar 2014","     6216.75","     6302.15","     6215.70","     6297.95"
"03 Mar 2014","     6264.35","     6277.75","     6212.25","     6221.45"
"28 Feb 2014","     6228.45","     6282.70","     6228.10","     6276.95"
"26 Feb 2014","     6202.45","     6245.95","     6202.10","     6238.80"
"25 Feb 2014","     6205.70","     6216.85","     6176.60","     6200.05"
"24 Feb 2014","     6140.95","     6191.85","     6130.80","     6186.10"
"21 Feb 2014","     6108.30","     6159.65","     6108.00","     6155.45"
"20 Feb 2014","     6127.15","     6129.10","     6086.45","     6091.45"
"19 Feb 2014","     6132.05","     6160.35","     6125.75","     6152.75"
"18 Feb 2014","     6071.30","     6141.70","     6066.80","     6127.10"
"17 Feb 2014","     6057.10","     6080.65","     6038.30","     6073.30"
"14 Feb 2014","     6023.75","     6056.40","     5984.60","     6048.35"
"13 Feb 2014","     6087.55","     6094.40","     5991.10","     6001.10"
"12 Feb 2014","     6085.35","     6106.60","     6077.40","     6084.00"
"11 Feb 2014","     6072.45","     6081.85","     6053.25","     6062.70"
"10 Feb 2014","     6072.80","     6083.05","     6046.40","     6053.45"
"07 Feb 2014","     6077.65","     6079.95","     6030.90","     6063.20"
"06 Feb 2014","     6028.35","     6048.35","     5965.40","     6036.30"
"05 Feb 2014","     6004.25","     6028.05","     5962.05","     6022.40"
"04 Feb 2014","     5947.60","     6017.80","     5933.30","     6000.90"
"03 Feb 2014","     6058.80","     6074.85","     5994.45","     6001.80"
"31 Jan 2014","     6082.75","     6097.85","     6067.35","     6089.50"
"30 Jan 2014","     6067.00","     6082.85","     6027.25","     6073.70"
"29 Jan 2014","     6161.00","     6170.45","     6109.80","     6120.25"
"28 Jan 2014","     6131.85","     6163.60","     6085.95","     6126.25"
"27 Jan 2014","     6186.30","     6188.55","     6130.25","     6135.85"
"24 Jan 2014","     6301.65","     6331.45","     6263.90","     6266.75"
"23 Jan 2014","     6325.95","     6355.60","     6316.40","     6345.65"
"22 Jan 2014","     6309.05","     6349.95","     6287.45","     6338.95"
"21 Jan 2014","     6320.15","     6330.30","     6297.90","     6313.80"
"20 Jan 2014","     6261.75","     6307.45","     6243.35","     6303.95"
"17 Jan 2014","     6306.25","     6327.10","     6246.35","     6261.65"
"16 Jan 2014","     6341.35","     6346.50","     6299.85","     6318.90"
"15 Jan 2014","     6265.95","     6325.20","     6265.30","     6320.90"
"14 Jan 2014","     6260.25","     6280.35","     6234.15","     6241.85"
"13 Jan 2014","     6189.55","     6288.20","     6189.55","     6272.75"
"10 Jan 2014","     6178.85","     6239.10","     6139.60","     6171.45"
"09 Jan 2014","     6181.70","     6188.05","     6148.25","     6168.35"
"08 Jan 2014","     6178.05","     6192.10","     6160.35","     6174.60"
"07 Jan 2014","     6203.90","     6221.50","     6144.75","     6162.25"
"06 Jan 2014","     6220.85","     6224.70","     6170.25","     6191.45"
"03 Jan 2014","     6194.55","     6221.70","     6171.25","     6211.15"
"02 Jan 2014","     6301.25","     6358.30","     6211.30","     6221.15"
"01 Jan 2014","     6323.80","     6327.20","     6298.25","     6301.65"
"31 Dec 2013","     6307.35","     6317.30","     6287.30","     6304.00"
"30 Dec 2013","     6336.40","     6344.05","     6273.15","     6291.10"
"27 Dec 2013","     6292.80","     6324.90","     6289.40","     6313.80"
"26 Dec 2013","     6270.10","     6302.75","     6259.45","     6278.90"
"24 Dec 2013","     6296.45","     6301.50","     6262.00","     6268.40"
"23 Dec 2013","     6267.20","     6317.50","     6266.95","     6284.50"
"20 Dec 2013","     6179.95","     6284.50","     6170.35","     6274.25"
"19 Dec 2013","     6253.90","     6263.75","     6150.70","     6166.65"
"18 Dec 2013","     6129.95","     6236.00","     6129.95","     6217.15"
"17 Dec 2013","     6178.20","     6190.55","     6133.00","     6139.05"
"16 Dec 2013","     6168.35","     6183.25","     6146.05","     6154.70"
"13 Dec 2013","     6201.30","     6208.60","     6161.40","     6168.40"
"12 Dec 2013","     6276.75","     6286.85","     6230.55","     6237.05"
"11 Dec 2013","     6307.20","     6326.60","     6280.25","     6307.90"
"10 Dec 2013","     6354.70","     6362.25","     6307.55","     6332.85"
"09 Dec 2013","     6415.00","     6415.25","     6345.00","     6363.90"
"06 Dec 2013","     6234.40","     6275.35","     6230.75","     6259.90"
"05 Dec 2013","     6262.45","     6300.55","     6232.00","     6241.10"
"04 Dec 2013","     6187.95","     6209.15","     6149.90","     6160.95"
"03 Dec 2013","     6204.25","     6225.40","     6191.40","     6201.85"
"02 Dec 2013","     6171.15","     6228.70","     6171.15","     6217.85"
"29 Nov 2013","     6103.90","     6182.50","     6103.80","     6176.10"
"28 Nov 2013","     6092.00","     6112.95","     6068.30","     6091.85"
"27 Nov 2013","     6062.70","     6074.00","     6030.30","     6057.10"
"26 Nov 2013","     6099.25","     6112.70","     6047.75","     6059.10"
"25 Nov 2013","     6035.95","     6123.50","     6035.95","     6115.35"
"22 Nov 2013","     6027.35","     6049.60","     5972.80","     5995.45"
"21 Nov 2013","     6096.50","     6097.35","     5985.40","     5999.05"
"20 Nov 2013","     6186.85","     6204.35","     6106.95","     6122.90"
"19 Nov 2013","     6197.25","     6212.40","     6180.20","     6203.35"
"18 Nov 2013","     6111.05","     6196.80","     6110.40","     6189.00"
"14 Nov 2013","     6037.00","     6101.65","     6036.65","     6056.15"
"13 Nov 2013","     5998.85","     6042.25","     5972.45","     5989.60"
"12 Nov 2013","     6087.25","     6108.70","     6011.75","     6018.05"
"11 Nov 2013","     6110.40","     6141.65","     6067.75","     6078.80"
"08 Nov 2013","     6170.15","     6185.15","     6120.95","     6140.75"
"07 Nov 2013","     6228.90","     6288.95","     6180.80","     6187.25"
"06 Nov 2013","     6260.55","     6269.70","     6208.70","     6215.15"
"05 Nov 2013","     6282.15","     6304.75","     6244.30","     6253.15"
"03 Nov 2013","     6332.05","     6342.95","     6311.15","     6317.35"
"01 Nov 2013","     6289.75","     6332.60","     6286.95","     6307.20"
"31 Oct 2013","     6237.15","     6309.05","     6235.90","     6299.15"
"30 Oct 2013","     6230.80","     6269.20","     6222.60","     6251.70"
"29 Oct 2013","     6107.55","     6228.05","     6079.20","     6220.90"
"28 Oct 2013","     6155.10","     6168.75","     6094.10","     6101.10"
"25 Oct 2013","     6154.00","     6174.75","     6125.95","     6144.90"
"24 Oct 2013","     6162.80","     6252.45","     6142.95","     6164.35"
"23 Oct 2013","     6209.55","     6217.95","     6116.60","     6178.35"
"22 Oct 2013","     6192.30","     6220.10","     6181.80","     6202.80"
"21 Oct 2013","     6202.00","     6218.95","     6163.30","     6204.95"
"18 Oct 2013","     6070.90","     6201.45","     6070.90","     6189.35"
"17 Oct 2013","     6098.50","     6110.75","     6032.55","     6045.85"
"15 Oct 2013","     6147.55","     6156.30","     6056.55","     6089.05"
"14 Oct 2013","     6093.00","     6124.10","     6082.90","     6112.70"
"11 Oct 2013","     6104.85","     6107.60","     6046.40","     6096.20"
"10 Oct 2013","     6001.05","     6033.95","     5979.80","     6020.95"
"09 Oct 2013","     5893.25","     6015.50","     5877.10","     6007.45"
"08 Oct 2013","     5975.00","     5981.70","     5913.00","     5928.40"
"07 Oct 2013","     5889.05","     5912.00","     5825.85","     5906.15"
"04 Oct 2013","     5891.30","     5950.45","     5885.00","     5907.30"
"03 Oct 2013","     5819.10","     5917.60","     5802.70","     5909.70"
"01 Oct 2013","     5756.10","     5786.45","     5700.95","     5780.05"
"30 Sep 2013","     5801.05","     5810.20","     5718.50","     5735.30"
"27 Sep 2013","     5905.55","     5909.20","     5819.30","     5833.20"
"26 Sep 2013","     5872.80","     5917.65","     5864.10","     5882.25"
"25 Sep 2013","     5901.55","     5910.55","     5811.10","     5873.85"
"24 Sep 2013","     5855.00","     5938.40","     5854.55","     5892.45"
"23 Sep 2013","     5945.80","     5989.40","     5871.40","     5889.75"
"20 Sep 2013","     6104.55","     6130.95","     5932.85","     6012.10"
"19 Sep 2013","     6044.15","     6142.50","     6040.15","     6115.55"
"18 Sep 2013","     5872.75","     5916.90","     5840.20","     5899.45"
"17 Sep 2013","     5824.20","     5857.80","     5804.90","     5850.20"
"16 Sep 2013","     5930.30","     5957.25","     5798.15","     5840.55"
"13 Sep 2013","     5828.00","     5884.30","     5822.90","     5850.60"
"12 Sep 2013","     5931.15","     5932.00","     5815.80","     5850.70"
"11 Sep 2013","     5887.25","     5924.35","     5832.70","     5913.15"
"10 Sep 2013","     5738.50","     5904.85","     5738.20","     5896.75"
"06 Sep 2013","     5617.45","     5688.60","     5566.15","     5680.40"
"05 Sep 2013","     5553.75","     5625.75","     5552.70","     5592.95"
"04 Sep 2013","     5358.65","     5460.25","     5318.90","     5448.10"
"03 Sep 2013","     5574.70","     5580.95","     5323.75","     5341.45"
"02 Sep 2013","     5480.25","     5564.90","     5478.85","     5550.75"
"30 Aug 2013","     5407.45","     5493.30","     5360.20","     5471.80"
"29 Aug 2013","     5316.50","     5428.90","     5303.00","     5409.05"
"28 Aug 2013","     5233.45","     5317.70","     5118.85","     5285.00"
"27 Aug 2013","     5426.50","     5427.40","     5274.25","     5287.45"
"26 Aug 2013","     5499.40","     5528.70","     5454.45","     5476.50"
"23 Aug 2013","     5428.75","     5478.80","     5377.80","     5471.75"
"22 Aug 2013","     5282.80","     5418.95","     5254.05","     5408.45"
"21 Aug 2013","     5494.45","     5504.10","     5268.45","     5302.55"
"20 Aug 2013","     5353.45","     5417.80","     5306.35","     5401.45"
"19 Aug 2013","     5497.55","     5499.65","     5360.65","     5414.75"
"16 Aug 2013","     5705.45","     5716.60","     5496.05","     5507.85"
"14 Aug 2013","     5715.40","     5754.55","     5690.20","     5742.30"
"13 Aug 2013","     5600.25","     5704.75","     5578.90","     5699.30"
"12 Aug 2013","     5606.70","     5644.10","     5557.10","     5612.40"
"08 Aug 2013","     5510.05","     5577.60","     5510.05","     5565.65"
"07 Aug 2013","     5549.30","     5561.45","     5486.85","     5519.10"
"06 Aug 2013","     5664.90","     5664.90","     5521.80","     5542.25"
"05 Aug 2013","     5682.40","     5721.00","     5661.50","     5685.40"
"02 Aug 2013","     5750.05","     5761.85","     5649.00","     5677.90"
"01 Aug 2013","     5776.90","     5808.50","     5676.85","     5727.85"
"31 Jul 2013","     5738.35","     5752.10","     5675.75","     5742.00"
"30 Jul 2013","     5836.05","     5861.30","     5747.60","     5755.05"
"29 Jul 2013","     5869.95","     5886.00","     5825.80","     5831.65"
"26 Jul 2013","     5937.95","     5944.50","     5869.50","     5886.20"
"25 Jul 2013","     5970.40","     5990.65","     5896.40","     5907.50"
"24 Jul 2013","     6032.20","     6047.25","     5962.60","     5990.50"
"23 Jul 2013","     6064.30","     6093.35","     6061.30","     6077.80"
"22 Jul 2013","     6009.75","     6064.15","     6004.25","     6031.80"
"19 Jul 2013","     6057.20","     6066.85","     6020.25","     6029.20"
"18 Jul 2013","     5984.70","     6051.10","     5974.55","     6038.05"
"17 Jul 2013","     5972.25","     5989.80","     5926.75","     5973.30"
"16 Jul 2013","     5930.80","     5966.05","     5910.95","     5955.25"
"15 Jul 2013","     5991.20","     6038.20","     5980.95","     6030.80"
"12 Jul 2013","     6000.50","     6019.00","     5951.15","     6009.00"
"11 Jul 2013","     5894.50","     5948.85","     5887.95","     5935.10"
"10 Jul 2013","     5869.90","     5879.35","     5802.85","     5816.70"
"09 Jul 2013","     5834.60","     5864.95","     5834.60","     5859.00"
"08 Jul 2013","     5833.15","     5833.85","     5775.55","     5811.55"
"05 Jul 2013","     5889.95","     5900.45","     5858.45","     5867.90"
"04 Jul 2013","     5794.75","     5848.20","     5786.05","     5836.95"
"03 Jul 2013","     5811.95","     5815.00","     5760.40","     5770.90"
"02 Jul 2013","     5885.50","     5898.80","     5852.30","     5857.55"
"01 Jul 2013","     5834.10","     5904.35","     5822.20","     5898.85"
