Date,Price,Open,High,Low,Vol.,Change %
Mar 19 2014,6573.13,6605.28,6609.46,6566.85,,
Mar 18 2014,6605.28,6568.35,6628.2,6534.86,,
Mar 17 2014,6568.35,6527.89,6592.37,6527.87,,
Mar 14 2014,6527.89,6553.78,6553.78,6500.37,,
Mar 13 2014,6553.78,6620.9,6631.38,6552.46,,
Mar 12 2014,6620.9,6685.52,6685.52,6598.36,,
Mar 11 2014,6685.52,6689.45,6718.3,6660.59,,
Mar 10 2014,6689.45,6712.67,6757.0,6671.62,,
Mar 07 2014,6712.67,6788.49,6800.66,6706.38,,
Mar 06 2014,6788.49,6775.42,6806.62,6770.95,,
Mar 05 2014,6775.42,6823.77,6824.16,6771.5,,
Mar 04 2014,6823.77,6708.35,6827.22,6708.35,,
Mar 03 2014,6708.35,6809.7,6809.7,6671.89,,
Feb 28 2014,6809.7,6810.27,6833.82,6785.54,,
Feb 27 2014,6810.27,6799.15,6819.24,6733.54,,
Feb 26 2014,6799.15,6830.5,6834.09,6785.28,,
Feb 25 2014,6830.5,6862.73,6866.35,6790.93,,
Feb 24 2014,6865.86,6838.06,6865.86,6797.83,,
Feb 21 2014,6838.06,6812.99,6859.91,6812.99,,
Feb 20 2014,6812.99,6796.71,6812.99,6732.03,,
Feb 19 2014,6796.71,6796.43,6810.48,6759.86,,
Feb 18 2014,6796.43,6736.0,6802.89,6716.64,,
Feb 17 2014,6736.0,6663.62,6745.63,6661.47,,
Feb 14 2014,6663.62,6659.42,6672.21,6646.47,,
Feb 13 2014,6659.42,6675.03,6675.24,6608.09,,
Feb 12 2014,6675.03,6672.66,6708.17,6669.06,,
Feb 11 2014,6672.66,6591.55,6672.66,6591.55,,
Feb 10 2014,6591.55,6571.68,6597.0,6565.3,,
Feb 07 2014,6571.68,6558.28,6596.28,6540.81,,
Feb 06 2014,6558.28,6457.89,6566.01,6457.89,,
Feb 05 2014,6457.89,6449.27,6483.73,6423.79,,
Feb 04 2014,6449.27,6465.66,6478.16,6416.72,,
Feb 03 2014,6465.66,6510.44,6538.3,6459.95,,
Jan 31 2014,6510.44,6538.45,6548.46,6421.26,,
Jan 30 2014,6538.45,6544.28,6573.92,6503.25,,
Jan 29 2014,6544.28,6572.33,6645.23,6482.74,,
Jan 28 2014,6572.33,6550.66,6590.66,6550.65,,
Jan 27 2014,6550.66,6663.74,6665.39,6539.33,,
Jan 24 2014,6663.74,6773.28,6784.42,6654.86,,
Jan 23 2014,6773.28,6826.33,6837.21,6760.63,,
Jan 22 2014,6826.33,6834.26,6864.87,6821.8,,
Jan 21 2014,6834.26,6836.73,6867.42,6822.31,,
Jan 20 2014,6836.73,6829.3,6837.53,6810.62,,
Jan 17 2014,6829.3,6815.42,6840.5,6800.0,,
Jan 16 2014,6815.42,6819.86,6831.74,6811.16,,
Jan 15 2014,6819.86,6766.86,6825.2,6766.86,,
Jan 14 2014,6766.86,6757.15,6772.63,6694.08,,
Jan 13 2014,6757.15,6739.94,6765.6,6730.97,,
Jan 10 2014,6739.94,6691.34,6769.94,6691.34,,
Jan 09 2014,6691.34,6721.78,6746.41,6679.31,,
Jan 08 2014,6721.78,6755.45,6755.53,6713.39,,
Jan 07 2014,6755.45,6730.73,6768.89,6718.07,,
Jan 06 2014,6730.73,6730.67,6751.98,6714.64,,
Jan 03 2014,6730.67,6717.91,6747.33,6699.27,,
Jan 02 2014,6717.91,6749.09,6759.37,6707.48,,
Dec 31 2013,6749.09,6731.27,6756.98,6731.25,,
Dec 30 2013,6731.27,6750.87,6768.44,6718.16,,
Dec 27 2013,6750.87,6694.17,6754.11,6694.17,,
Dec 24 2013,6694.17,6678.61,6712.1,6672.22,,
Dec 23 2013,6678.61,6606.58,6678.61,6606.2,,
Dec 20 2013,6606.58,6584.7,6616.8,6576.79,,
Dec 19 2013,6584.7,6492.08,6584.7,6492.08,,
Dec 18 2013,6492.08,6486.19,6524.46,6486.19,,
Dec 17 2013,6486.19,6522.2,6522.2,6482.59,,
Dec 16 2013,6522.2,6439.96,6531.16,6422.23,,
Dec 13 2013,6439.96,6445.25,6462.76,6433.51,,
Dec 12 2013,6445.25,6507.72,6507.72,6435.99,,
Dec 11 2013,6507.72,6523.31,6555.57,6507.72,,
Dec 10 2013,6523.31,6559.48,6571.91,6519.0,,
Dec 09 2013,6559.48,6551.99,6568.44,6534.74,,
Dec 06 2013,6551.99,6498.33,6555.73,6496.33,,
Dec 05 2013,6498.33,6509.97,6518.88,6487.15,,
Dec 04 2013,6509.97,6532.43,6544.7,6479.73,,
Dec 03 2013,6532.43,6595.33,6595.48,6531.34,,
Dec 02 2013,6595.33,6650.57,6657.41,6595.2,,
Nov 29 2013,6650.57,6654.47,6681.57,6648.53,,
Nov 28 2013,6654.47,6649.47,6679.51,6642.57,,
Nov 27 2013,6649.47,6636.22,6664.14,6635.71,,
Nov 26 2013,6636.22,6694.62,6696.95,6636.22,,
Nov 25 2013,6694.62,6674.3,6709.08,6674.3,,
Nov 22 2013,6674.3,6681.33,6711.03,6661.04,,
Nov 21 2013,6681.33,6681.08,6697.69,6643.47,,
Nov 20 2013,6681.08,6698.01,6711.42,6661.7,,
Nov 19 2013,6698.01,6723.46,6723.46,6677.85,,
Nov 18 2013,6723.46,6693.44,6732.1,6671.63,,
Nov 15 2013,6693.44,6666.13,6703.12,6665.45,,
Nov 14 2013,6666.13,6630.0,6696.16,6630.0,,
Nov 13 2013,6630.0,6726.79,6726.81,6613.98,,
Nov 12 2013,6726.79,6728.37,6728.37,6693.26,,
Nov 11 2013,6728.37,6708.42,6744.77,6702.01,,
Nov 08 2013,6708.42,6697.22,6713.9,6643.86,,
Nov 07 2013,6697.22,6741.69,6779.18,6679.99,,
Nov 06 2013,6741.69,6746.84,6768.16,6735.64,,
Nov 05 2013,6746.84,6763.62,6773.86,6708.52,,
Nov 04 2013,6763.62,6734.74,6780.11,6734.56,,
Nov 01 2013,6734.74,6731.43,6760.87,6715.3,,
Oct 31 2013,6731.43,6777.7,6778.27,6719.51,,
Oct 30 2013,6777.7,6774.73,6819.86,6763.66,,
Oct 29 2013,6774.73,6725.82,6777.16,6718.85,,
Oct 28 2013,6725.82,6721.34,6739.66,6704.15,,
Oct 25 2013,6721.34,6713.18,6729.74,6700.37,,
Oct 24 2013,6713.18,6674.48,6719.25,6674.16,,
Oct 23 2013,6674.48,6695.66,6695.92,6655.2,,
Oct 22 2013,6695.66,6654.2,6719.27,6653.7,,
Oct 21 2013,6654.2,6622.58,6654.2,6617.81,,
Oct 18 2013,6622.58,6576.16,6622.7,6576.16,,
Oct 17 2013,6576.16,6571.59,6576.16,6529.16,,
Oct 16 2013,6571.59,6549.11,6584.39,6504.27,,
Oct 15 2013,6549.11,6507.65,6569.28,6507.65,,
Oct 14 2013,6507.65,6487.19,6507.8,6464.44,,
Oct 11 2013,6487.19,6430.49,6489.16,6430.47,,
Oct 10 2013,6430.49,6337.91,6446.22,6337.91,,
Oct 09 2013,6337.91,6365.83,6372.63,6316.91,,
Oct 08 2013,6365.83,6437.28,6437.73,6364.97,,
Oct 07 2013,6437.28,6453.88,6453.88,6391.47,,
Oct 04 2013,6453.88,6449.04,6473.58,6428.96,,
Oct 03 2013,6449.04,6437.5,6472.43,6436.21,,
Oct 02 2013,6437.5,6460.01,6460.01,6386.18,,
Oct 01 2013,6460.01,6462.22,6466.3,6424.37,,
Sep 30 2013,6462.22,6512.66,6512.66,6438.72,,
Sep 27 2013,6512.66,6565.59,6568.94,6487.3,,
Sep 26 2013,6565.59,6551.53,6580.94,6535.78,,
Sep 25 2013,6551.53,6571.46,6587.97,6526.42,,
Sep 24 2013,6571.46,6557.37,6585.4,6549.92,,
Sep 23 2013,6557.37,6596.43,6601.53,6542.67,,
Sep 20 2013,6596.43,6625.39,6629.93,6594.17,,
Sep 19 2013,6625.39,6558.82,6659.12,6558.82,,
Sep 18 2013,6558.82,6570.17,6587.58,6532.5,,
Sep 17 2013,6570.17,6622.86,6623.04,6570.17,,
Sep 16 2013,6622.86,6583.8,6652.66,6583.8,,
Sep 13 2013,6583.8,6588.98,6588.98,6561.78,,
Sep 12 2013,6588.98,6588.43,6606.12,6558.61,,
Sep 11 2013,6588.43,6583.99,6589.85,6559.72,,
Sep 10 2013,6583.99,6530.74,6599.51,6530.74,,
Sep 09 2013,6530.74,6547.33,6555.86,6508.76,,
Sep 06 2013,6547.33,6532.44,6568.18,6492.49,,
Sep 05 2013,6532.44,6474.74,6543.22,6461.68,,
Sep 04 2013,6474.74,6468.41,6486.4,6423.51,,
Sep 03 2013,6468.41,6506.19,6523.16,6456.95,,
Sep 02 2013,6506.19,6412.93,6532.3,6412.93,,
Aug 30 2013,6412.93,6483.05,6502.19,6409.6,,
Aug 29 2013,6483.05,6430.06,6500.51,6429.95,,
Aug 28 2013,6430.06,6440.97,6440.97,6393.65,,
Aug 27 2013,6440.97,6492.1,6494.2,6424.0,,
Aug 23 2013,6492.1,6446.87,6516.71,6422.35,,
Aug 22 2013,6446.87,6390.84,6468.88,6390.62,,
Aug 21 2013,6390.84,6453.46,6453.55,6386.72,,
Aug 20 2013,6453.46,6465.73,6465.73,6398.63,,
Aug 19 2013,6465.73,6499.99,6506.59,6457.73,,
Aug 16 2013,6499.99,6483.34,6502.27,6461.3,,
Aug 15 2013,6483.34,6587.43,6587.88,6460.12,,
Aug 14 2013,6587.43,6611.94,6627.96,6582.58,,
Aug 13 2013,6611.94,6574.34,6620.43,6568.44,,
Aug 12 2013,6574.34,6583.39,6598.39,6547.0,,
Aug 09 2013,6583.39,6529.68,6601.21,6529.48,,
Aug 08 2013,6529.68,6511.21,6558.59,6507.24,,
Aug 07 2013,6511.21,6604.21,6624.99,6511.21,,
Aug 06 2013,6604.21,6619.58,6630.14,6562.32,,
Aug 05 2013,6619.58,6647.87,6684.95,6590.1,,
Aug 02 2013,6647.87,6681.98,6696.63,6623.85,,
Aug 01 2013,6681.98,6621.06,6681.98,6607.27,,
Jul 31 2013,6621.06,6570.95,6659.35,6556.65,,
Jul 30 2013,6570.95,6560.25,6600.72,6560.25,,
Jul 29 2013,6560.25,6554.79,6606.36,6544.14,,
Jul 26 2013,6554.79,6587.95,6629.89,6535.18,,
Jul 25 2013,6587.95,6620.43,6625.35,6540.42,,
Jul 24 2013,6620.43,6597.44,6662.19,6581.61,,
Jul 23 2013,6597.44,6623.17,6657.66,6597.44,,
Jul 22 2013,6623.17,6630.67,6645.01,6608.17,,
Jul 19 2013,6630.67,6634.36,6635.22,6592.1,,
Jul 18 2013,6634.36,6571.93,6657.38,6555.82,,
Jul 17 2013,6571.93,6556.35,6595.62,6517.38,,
Jul 16 2013,6556.35,6586.11,6606.42,6556.35,,
Jul 15 2013,6586.11,6544.94,6605.9,6544.94,,
Jul 12 2013,6544.94,6543.41,6583.9,6540.24,,
Jul 11 2013,6543.41,6504.96,6585.74,6504.96,,
Jul 10 2013,6504.96,6513.08,6535.91,6472.41,,
Jul 09 2013,6513.08,6450.07,6530.86,6450.07,,
Jul 08 2013,6450.07,6375.52,6476.09,6375.52,,
Jul 05 2013,6375.52,6421.67,6498.59,6364.38,,
Jul 04 2013,6421.67,6229.87,6431.41,6229.87,,
Jul 03 2013,6229.87,6303.94,6303.94,6185.21,,
Jul 02 2013,6303.94,6307.78,6314.13,6266.5,,
Jul 01 2013,6307.78,6215.47,6317.02,6215.44,,
Jun 28 2013,6215.47,6243.4,6268.84,6207.72,,
Jun 27 2013,6243.4,6165.48,6271.8,6165.45,,
Jun 26 2013,6165.48,6101.91,6177.92,6089.21,,
Jun 25 2013,6101.91,6029.1,6114.61,6029.1,,
Jun 24 2013,6029.1,6116.17,6136.11,6023.44,,
Jun 21 2013,6116.17,6159.51,6244.17,6116.17,,
Jun 20 2013,6159.51,6348.82,6348.82,6144.98,,
Jun 19 2013,6348.82,6374.21,6383.61,6327.01,,
Jun 18 2013,6374.21,6330.49,6397.33,6311.35,,
Jun 17 2013,6330.49,6308.26,6370.75,6308.26,,
Jun 14 2013,6308.26,6304.63,6343.51,6290.62,,
Jun 13 2013,6304.63,6299.45,6310.95,6205.71,,
Jun 12 2013,6299.45,6340.08,6364.26,6295.92,,
Jun 11 2013,6340.08,6400.45,6401.18,6280.08,,
Jun 10 2013,6400.45,6411.99,6421.24,6379.62,,
Jun 07 2013,6411.99,6336.11,6421.37,6313.6,,
Jun 06 2013,6336.11,6419.31,6435.39,6336.11,,
Jun 05 2013,6419.31,6558.58,6558.58,6419.31,,
Jun 04 2013,6558.58,6525.12,6577.0,6525.12,,
Jun 03 2013,6525.12,6583.09,6583.09,6514.08,,
May 31 2013,6583.09,6656.99,6657.07,6577.75,,
May 30 2013,6656.99,6627.17,6656.99,6611.03,,
May 29 2013,6627.17,6762.01,6762.01,6620.82,,
May 28 2013,6762.01,6654.34,6790.7,6654.34,,
May 24 2013,6654.34,6696.79,6720.08,6640.08,,
May 23 2013,6696.79,6840.27,6840.27,6658.77,,
May 22 2013,6840.27,6803.87,6875.62,6781.45,,
May 21 2013,6803.87,6755.63,6803.87,6744.2,,
May 20 2013,6755.63,6723.06,6755.63,6709.14,,
May 17 2013,6723.06,6687.8,6726.9,6669.93,,
May 16 2013,6687.8,6693.55,6714.48,6677.15,,
May 15 2013,6693.55,6686.06,6701.68,6669.04,,
May 14 2013,6686.06,6631.76,6686.06,6618.36,,
May 13 2013,6631.76,6624.98,6633.26,6602.82,,
May 10 2013,6624.98,6592.74,6637.84,6591.58,,
May 09 2013,6592.74,6583.48,6597.26,6571.73,,
May 08 2013,6583.48,6557.3,6587.39,6547.0,,
May 07 2013,6557.3,6521.46,6563.9,6521.43,,
May 03 2013,6521.46,6460.71,6541.69,6451.5,,
May 02 2013,6460.71,6451.29,6470.34,6409.81,,
May 01 2013,6451.29,6430.12,6475.87,6429.8,,
Apr 30 2013,6430.12,6458.02,6483.08,6412.69,,
Apr 29 2013,6458.02,6426.42,6458.02,6419.27,,
Apr 26 2013,6426.42,6442.59,6442.59,6399.37,,
Apr 25 2013,6442.59,6431.76,6467.11,6411.94,,
Apr 24 2013,6431.76,6406.12,6438.93,6396.19,,
Apr 23 2013,6406.12,6280.62,6406.14,6278.48,,
Apr 22 2013,6280.62,6286.59,6341.98,6258.98,,
Apr 19 2013,6286.59,6243.67,6288.7,6243.67,,
Apr 18 2013,6243.67,6244.21,6277.79,6225.86,,
Apr 17 2013,6244.21,6304.58,6334.44,6225.16,,
Apr 16 2013,6304.58,6343.6,6343.6,6297.53,,
Apr 15 2013,6343.6,6384.39,6384.42,6300.12,,
Apr 12 2013,6384.39,6416.14,6416.14,6368.2,,
Apr 11 2013,6416.14,6387.37,6423.56,6377.54,,
Apr 10 2013,6387.37,6313.21,6405.2,6313.2,,
Apr 09 2013,6313.21,6276.94,6326.54,6276.94,,
Apr 08 2013,6276.94,6249.78,6289.59,6249.78,,
Apr 05 2013,6249.78,6344.12,6346.82,6214.36,,
Apr 04 2013,6344.12,6420.28,6426.37,6341.43,,
Apr 03 2013,6420.28,6490.66,6491.84,6416.67,,
Apr 02 2013,6490.66,6411.74,6501.78,6408.84,,
Mar 28 2013,6411.74,6387.56,6447.86,6381.99,,
Mar 27 2013,6387.56,6399.37,6420.9,6344.19,,
Mar 26 2013,6399.37,6378.38,6404.52,6369.58,,
Mar 25 2013,6378.38,6392.76,6458.53,6366.62,,
Mar 22 2013,6392.76,6388.55,6426.45,6374.51,,
Mar 21 2013,6388.55,6432.7,6435.59,6364.0,,
Mar 20 2013,6432.7,6441.32,6475.61,6421.29,,
Mar 19 2013,6441.32,6457.92,6474.57,6414.45,,
Mar 18 2013,6457.92,6489.65,6489.65,6386.17,,
Mar 15 2013,6489.65,6529.41,6533.78,6470.1,,
Mar 14 2013,6529.41,6481.5,6532.57,6478.54,,
Mar 13 2013,6481.5,6510.62,6510.62,6437.61,,
Mar 12 2013,6510.62,6503.63,6533.99,6491.75,,
Mar 11 2013,6503.63,6483.58,6505.3,6473.56,,
Mar 08 2013,6483.58,6439.16,6489.54,6439.16,,
Mar 07 2013,6439.16,6427.64,6459.68,6427.31,,
Mar 06 2013,6427.64,6431.95,6460.96,6418.72,,
Mar 05 2013,6431.95,6345.63,6437.34,6344.78,,
Mar 04 2013,6345.63,6378.6,6379.29,6333.17,,
Mar 01 2013,6378.6,6360.81,6391.67,6308.56,,
Feb 28 2013,6360.81,6325.88,6372.0,6325.88,,
Feb 27 2013,6325.88,6270.44,6335.9,6269.26,,
Feb 26 2013,6270.44,6355.37,6355.37,6258.62,,
Feb 25 2013,6355.37,6335.7,6390.09,6323.98,,
Feb 22 2013,6335.7,6291.54,6347.25,6291.49,,
Feb 21 2013,6291.54,6395.37,6395.37,6277.96,,
Feb 20 2013,6395.37,6379.07,6412.44,6368.2,,
Feb 19 2013,6379.07,6318.19,6385.14,6304.4,,
Feb 18 2013,6318.19,6328.26,6330.17,6306.83,,
Feb 15 2013,6328.26,6327.36,6352.2,6309.78,,
Feb 14 2013,6327.36,6359.11,6364.72,6302.0,,
Feb 13 2013,6359.11,6338.38,6384.7,6311.59,,
Feb 12 2013,6338.38,6277.06,6338.38,6259.82,,
Feb 11 2013,6277.06,6263.93,6294.81,6252.31,,
Feb 08 2013,6263.93,6228.42,6278.07,6228.42,,
Feb 07 2013,6228.42,6295.34,6313.0,6216.72,,
Feb 06 2013,6295.34,6282.76,6321.45,6265.55,,
Feb 05 2013,6282.76,6246.84,6296.47,6244.07,,
Feb 04 2013,6246.84,6347.24,6347.26,6236.66,,
Feb 01 2013,6347.24,6276.88,6353.95,6275.5,,
Jan 31 2013,6276.88,6323.11,6323.11,6276.88,,
Jan 30 2013,6323.11,6339.19,6354.46,6316.29,,
Jan 29 2013,6339.19,6294.41,6346.37,6285.77,,
Jan 28 2013,6294.41,6284.45,6311.26,6277.04,,
Jan 25 2013,6284.45,6264.91,6284.45,6247.33,,
Jan 24 2013,6264.91,6197.64,6271.4,6186.48,,
Jan 23 2013,6197.64,6179.17,6200.49,6178.47,,
Jan 22 2013,6179.17,6180.98,6188.58,6149.18,,
Jan 21 2013,6180.98,6154.41,6182.23,6154.41,,
Jan 18 2013,6154.41,6132.36,6172.49,6131.93,,
Jan 17 2013,6132.36,6103.98,6135.89,6087.49,,
Jan 16 2013,6103.98,6117.31,6117.33,6076.12,,
Jan 15 2013,6117.31,6107.86,6117.31,6086.21,,
Jan 14 2013,6107.86,6121.58,6134.17,6104.9,,
Jan 11 2013,6121.58,6101.51,6121.58,6095.07,,
Jan 10 2013,6101.51,6098.65,6118.3,6090.61,,
Jan 09 2013,6098.65,6053.63,6112.27,6053.63,,
Jan 08 2013,6053.63,6064.58,6088.18,6053.63,,
Jan 07 2013,6064.58,6089.84,6091.5,6060.75,,
Jan 04 2013,6089.84,6047.34,6089.84,6038.02,,
Jan 03 2013,6047.34,6027.37,6051.3,6016.8,,
Jan 02 2013,6027.37,5897.81,6044.57,5897.81,,
Dec 31 2012,5897.81,5925.37,5925.43,5873.43,,
Dec 28 2012,5925.37,5954.3,5975.97,5915.32,,
Dec 27 2012,5954.3,5954.18,5997.04,5942.44,,
Dec 24 2012,5954.18,5939.99,5957.69,5937.1,,
Dec 21 2012,5939.99,5958.34,5958.34,5894.1,,
Dec 20 2012,5958.34,5961.59,5970.87,5950.07,,
Dec 19 2012,5961.59,5935.9,5977.82,5935.9,,
Dec 18 2012,5935.9,5912.15,5946.41,5911.1,,
Dec 17 2012,5912.15,5921.76,5923.92,5881.01,,
Dec 14 2012,5921.76,5929.61,5944.5,5915.34,,
Dec 13 2012,5929.61,5945.85,5947.85,5918.57,,
Dec 12 2012,5945.85,5924.97,5948.5,5915.91,,
Dec 11 2012,5924.97,5921.63,5937.93,5908.32,,
Dec 10 2012,5921.63,5914.4,5923.97,5891.33,,
Dec 07 2012,5914.4,5901.42,5923.11,5889.92,,
Dec 06 2012,5901.42,5892.08,5923.91,5889.65,,
Dec 05 2012,5892.08,5869.04,5902.66,5869.04,,
Dec 04 2012,5869.04,5871.24,5885.36,5852.88,,
Dec 03 2012,5871.24,5866.82,5902.0,5859.56,,
Nov 30 2012,5866.82,5870.3,5904.39,5860.27,,
Nov 29 2012,5870.3,5803.28,5883.98,5803.28,,
Nov 28 2012,5803.28,5799.71,5808.34,5755.23,,
Nov 27 2012,5799.71,5786.72,5823.18,5786.72,,
Nov 26 2012,5786.72,5819.14,5819.14,5773.86,,
Nov 23 2012,5819.14,5791.03,5830.53,5781.43,,
Nov 22 2012,5791.03,5752.03,5796.47,5752.03,,
Nov 21 2012,5752.03,5748.1,5760.12,5727.86,,
Nov 20 2012,5748.1,5737.66,5751.82,5706.7,,
Nov 19 2012,5737.66,5605.59,5739.74,5605.59,,
Nov 16 2012,5605.59,5677.75,5682.68,5605.59,,
Nov 15 2012,5677.75,5722.01,5722.01,5674.26,,
Nov 14 2012,5722.01,5786.25,5786.25,5719.61,,
Nov 13 2012,5786.25,5767.27,5786.25,5710.99,,
Nov 12 2012,5767.27,5769.68,5795.25,5762.01,,
Nov 09 2012,5769.68,5776.05,5786.43,5715.23,,
Nov 08 2012,5776.05,5791.63,5824.36,5770.7,,
Nov 07 2012,5791.63,5884.9,5921.78,5789.43,,
Nov 06 2012,5884.9,5839.06,5885.16,5839.06,,
Nov 05 2012,5839.06,5868.55,5868.55,5825.55,,
Nov 02 2012,5868.55,5861.92,5890.11,5844.3,,
Nov 01 2012,5861.92,5782.7,5866.76,5777.96,,
Oct 31 2012,5782.7,5849.9,5866.67,5782.7,,
Oct 30 2012,5849.9,5795.1,5852.17,5794.92,,
Oct 29 2012,5795.1,5806.71,5812.67,5763.51,,
Oct 26 2012,5806.71,5805.05,5817.94,5753.31,,
Oct 25 2012,5805.05,5804.78,5840.57,5802.22,,
Oct 24 2012,5804.78,5797.91,5823.24,5776.64,,
Oct 23 2012,5797.91,5882.91,5893.43,5788.96,,
Oct 22 2012,5882.91,5896.15,5911.03,5869.88,,
Oct 19 2012,5896.15,5917.05,5919.73,5892.23,,
Oct 18 2012,5917.05,5910.91,5928.27,5896.49,,
Oct 17 2012,5910.91,5870.54,5915.59,5868.68,,
Oct 16 2012,5870.54,5805.61,5878.09,5805.61,,
Oct 15 2012,5805.61,5793.32,5827.87,5786.03,,
Oct 12 2012,5793.32,5829.75,5829.75,5793.32,,
Oct 11 2012,5829.75,5776.71,5846.3,5766.69,,
Oct 10 2012,5776.71,5810.25,5810.52,5776.71,,
Oct 09 2012,5810.25,5841.74,5856.42,5795.18,,
Oct 08 2012,5841.74,5871.02,5871.02,5818.76,,
Oct 05 2012,5871.02,5827.78,5885.57,5827.61,,
Oct 04 2012,5827.78,5825.81,5854.16,5803.22,,
Oct 03 2012,5825.81,5809.45,5832.48,5785.0,,
Oct 02 2012,5809.45,5820.45,5840.36,5781.42,,
Oct 01 2012,5820.45,5742.07,5843.54,5738.59,,
Sep 28 2012,5742.07,5779.42,5807.82,5740.52,,
Sep 27 2012,5779.42,5768.09,5804.09,5762.98,,
Sep 26 2012,5768.09,5859.71,5859.71,5751.35,,
Sep 25 2012,5859.71,5838.84,5869.17,5828.34,,
Sep 24 2012,5838.84,5852.62,5852.62,5806.09,,
Sep 21 2012,5852.62,5854.64,5887.57,5838.86,,
Sep 20 2012,5854.64,5888.48,5888.48,5824.36,,
Sep 19 2012,5888.48,5868.16,5894.39,5861.01,,
Sep 18 2012,5868.16,5893.52,5893.52,5837.52,,
Sep 17 2012,5893.52,5915.55,5915.68,5883.22,,
Sep 14 2012,5915.55,5819.92,5932.62,5819.92,,
Sep 13 2012,5819.92,5782.08,5826.57,5770.26,,
Sep 12 2012,5782.08,5792.19,5821.24,5757.58,,
Sep 11 2012,5792.19,5793.2,5796.56,5764.22,,
Sep 10 2012,5793.2,5794.8,5806.79,5777.07,,
Sep 07 2012,5794.8,5777.34,5807.57,5772.87,,
Sep 06 2012,5777.34,5657.86,5785.98,5657.86,,
Sep 05 2012,5657.86,5672.01,5675.91,5634.88,,
Sep 04 2012,5672.01,5758.41,5758.41,5658.34,,
Sep 03 2012,5758.41,5711.48,5758.41,5701.06,,
Aug 31 2012,5711.48,5719.45,5763.77,5707.99,,
Aug 30 2012,5719.45,5743.53,5743.53,5705.65,,
Aug 29 2012,5743.53,5775.71,5775.76,5739.23,,
Aug 28 2012,5775.71,5776.6,5779.49,5749.75,,
Aug 24 2012,5776.6,5776.6,5791.39,5739.41,,
Aug 23 2012,5776.6,5774.2,5809.26,5764.02,,
Aug 22 2012,5774.2,5857.52,5857.52,5771.22,,
Aug 21 2012,5857.52,5824.37,5872.59,5824.37,,
Aug 20 2012,5824.37,5852.42,5857.5,5802.91,,
Aug 17 2012,5852.42,5834.51,5854.72,5834.39,,
Aug 16 2012,5834.51,5833.04,5846.7,5811.31,,
Aug 15 2012,5833.04,5864.78,5864.78,5822.25,,
Aug 14 2012,5864.78,5831.88,5876.22,5831.88,,
Aug 13 2012,5831.88,5847.11,5852.79,5813.63,,
Aug 10 2012,5847.11,5851.51,5858.56,5827.71,,
Aug 09 2012,5851.51,5845.92,5860.16,5828.44,,
Aug 08 2012,5845.92,5841.24,5845.92,5801.08,,
Aug 07 2012,5841.24,5808.77,5841.24,5785.01,,
Aug 06 2012,5808.77,5787.28,5837.61,5767.1,,
Aug 03 2012,5787.28,5662.3,5794.01,5662.3,,
Aug 02 2012,5662.3,5712.82,5765.81,5657.25,,
Aug 01 2012,5712.82,5635.28,5712.82,5632.97,,
Jul 31 2012,5635.28,5693.63,5695.54,5635.28,,
Jul 30 2012,5693.63,5627.21,5706.47,5625.67,,
Jul 27 2012,5627.21,5573.16,5631.0,5550.9,,
Jul 26 2012,5573.16,5498.32,5594.51,5478.04,,
Jul 25 2012,5498.32,5499.23,5526.09,5478.02,,
Jul 24 2012,5499.23,5533.87,5556.63,5486.99,,
Jul 23 2012,5533.87,5651.77,5651.77,5510.92,,
Jul 20 2012,5651.77,5714.19,5714.19,5644.93,,
Jul 19 2012,5714.19,5685.77,5718.61,5685.77,,
Jul 18 2012,5685.77,5629.09,5688.29,5624.54,,
Jul 17 2012,5629.09,5662.43,5676.47,5621.19,,
Jul 16 2012,5662.43,5666.13,5670.6,5640.88,,
Jul 13 2012,5666.13,5608.25,5675.62,5608.25,,
Jul 12 2012,5608.25,5664.48,5664.48,5588.84,,
Jul 11 2012,5664.48,5664.07,5674.65,5625.6,,
Jul 10 2012,5664.07,5627.33,5688.66,5622.29,,
Jul 09 2012,5627.33,5662.63,5669.75,5610.71,,
Jul 06 2012,5662.63,5692.63,5695.06,5647.47,,
Jul 05 2012,5692.63,5684.47,5727.45,5662.48,,
Jul 04 2012,5684.47,5687.73,5699.85,5669.73,,
Jul 03 2012,5687.73,5640.64,5689.0,5636.05,,
Jul 02 2012,5640.64,5571.15,5640.64,5571.15,,
Jun 29 2012,5571.15,5493.06,5619.65,5493.06,,
Jun 28 2012,5493.06,5523.92,5533.75,5436.5,,
Jun 27 2012,5523.92,5446.96,5525.14,5446.96,,
Jun 26 2012,5446.96,5450.65,5476.5,5436.27,,
Jun 25 2012,5450.65,5513.69,5513.69,5435.46,,
Jun 22 2012,5513.69,5566.36,5566.36,5499.97,,
Jun 21 2012,5566.36,5622.29,5622.29,5564.79,,
Jun 20 2012,5622.29,5586.31,5623.85,5566.0,,
Jun 19 2012,5586.31,5491.09,5603.14,5491.03,,
Jun 18 2012,5491.09,5478.81,5555.32,5461.08,,
Jun 15 2012,5478.81,5467.05,5522.87,5465.09,,
Jun 14 2012,5467.05,5483.81,5483.81,5424.4,,
Jun 13 2012,5483.81,5473.74,5507.65,5436.67,,
Jun 12 2012,5473.74,5432.37,5478.63,5414.64,,
Jun 11 2012,5432.37,5435.08,5536.27,5419.56,,
Jun 08 2012,5435.08,5447.79,5447.79,5381.83,,
